href,is_exhibition
https://www.tate.org.uk/whats-on/tate-modern/picasso-the-three-dancers, 1
https://www.tate.org.uk/whats-on/tate-modern/nigerian-modernism, 1
https://www.barbican.org.uk/whats-on, 0
https://www.barbican.org.uk/whats-on/art-design, 0
https://www.barbican.org.uk/our-story/about-us/careers, 0
https://www.barbican.org.uk/our-story/press-room, 0
https://www.barbican.org.uk/accessibility-statement-for-our-websites, 0
https://www.barbican.org.uk/your-visit/general-info/contact-us, 0
https://www.tiktok.com/@barbicancentre, 0
https://www.facebook.com/BarbicanCentre, 0
https://www.instagram.com/barbicancentre/, 0
https://www.barbican.org.uk/sign-up, 0
https://www.barbican.org.uk/whats-on/2024/event/soufiane-ababri, 1
https://www.barbican.org.uk/whats-on/2024/event/pamela-phatsimo-sunstrum-it-will-end-in-tears, 1
https://barbican.org.uk/whats-on/2024/event/ibrahim-mahama-purple-hibiscus, 1
https://www.barbican.org.uk/whats-on/2024/event/francis-alys-ricochets, 1
https://www.barbican.org.uk/whats-on/2024/event/the-conservatory-x-ranjani-shettar, 1
https://www.barbican.org.uk/whats-on/2024/event/relaxed-view-francis-alys-ricochets, 1
https://www.barbican.org.uk/whats-on/2024/event/pamela-phatsimo-sunstrum-it-will-end-in-tears, 1
https://www.barbican.org.uk/whats-on/2024/event/the-imaginary-institution-of-india-art-1975-1998, 1
https://www.barbican.org.uk/whats-on/2025/event/citra-sasmita, 1
https://www.barbican.org.uk/whats-on/2025/event/noah-davis, 1
https://www.saatchigallery.com/whats-on, 0
https://www.saatchigallery.com/about, 0
https://www.saatchigallery.com/whats-on/upcoming, 0
https://www.saatchigallery.com/join, 0
https://www.saatchigallery.com/learning, 0
https://www.facebook.com/saatchigalleryofficial/, 0
https://www.saatchigallery.com/ticket, 0
https://www.saatchigallery.com/events, 0
https://www.saatchigallery.com/terms-and-conditions, 0
https://www.saatchigallery.com/exhibition/beyond-fashion, 1
https://www.saatchigallery.com/exhibition/the-rhs-botanical-art-photography-show-2024, 1
https://www.saatchigallery.com/exhibition/summer-lates, 1
https://www.saatchigallery.com/exhibition/metamorphosis, 1
https://www.saatchigallery.com/exhibition/glenmorangie-x-azuma-makoto, 1
https://www.saatchigallery.com/exhibition/yoi, 1
https://www.saatchigallery.com/exhibition/painting-smoking-eating, 1
https://www.saatchigallery.com/exhibition/the-landscape-reimagined, 1
https://www.saatchigallery.com/exhibition/glenmorangie-x-azuma-makoto, 1
https://www.saatchigallery.com/exhibition/yoi, 1
https://www.somersethouse.org.uk/whats-on, 0
https://www.somersethouse.org.uk/whats-on/somerset-house-summer-series/the-big-moon, 0
https://www.somersethouse.org.uk/whats-on/somerset-house-summer-series/pip-millett, 0
https://www.somersethouse.org.uk/whats-on/somerset-house-summer-series/dbn-gogo, 0
https://www.somersethouse.org.uk/whats-on/lore-loverboy/charles-jeffrey-loverboy-conversation-sarah-mower, 0
https://www.somersethouse.org.uk/whats-on/lore-loverboy/artist-tours, 0
https://www.somersethouse.org.uk/whats-on/summer-in-the-courtyard-2024, 0
https://www.somersethouse.org.uk/groups, 0
https://www.somersethouse.org.uk/opening-times-prices, 0
https://www.somersethouse.org.uk/whats-on/summer-in-the-courtyard-2024/london-battle, 0
https://www.somersethouse.org.uk/whats-on/lore-loverboy, 1
https://www.somersethouse.org.uk/whats-on/dono-appau-jnr-boakye-yiadom-harun-morrison, 1
https://www.somersethouse.org.uk/whats-on/lore-loverboy, 1
https://www.somersethouse.org.uk/whats-on/dono-appau-jnr-boakye-yiadom-harun-morrison, 1
https://www.somersethouse.org.uk/whats-on/studio-01-2024, 1
https://www.somersethouse.org.uk/whats-on/lore-loverboy, 1
https://www.somersethouse.org.uk/whats-on/dono-appau-jnr-boakye-yiadom-harun-morrison, 1
https://www.somersethouse.org.uk/whats-on/studio-01-2024, 1
https://www.somersethouse.org.uk/whats-on/studio-01-2024, 1
https://www.npg.org.uk/whatson/events-calendar, 0
https://www.npg.org.uk/whatson/event-root/june/international-portrait-day, 0
https://www.npg.org.uk/whatson/event-root/highlights-tours, 0
https://www.npg.org.uk/whatson/event-root/june/international-portrait-day, 0
https://www.npg.org.uk/whatson/event-root/portrait-of-the-day-talks-2, 0
https://www.npg.org.uk/whatson/event-root/larrys-jazz, 0
https://www.npg.org.uk/whatson/event-root/june/evening-life-drawing-28062024, 0
https://www.npg.org.uk/whatson/event-root/july/drop-in-drawing-05072024, 0
https://www.npg.org.uk/whatson/event-root/inspiring-women-highlights-tour, 0
https://www.npg.org.uk/whatson/event-root/july/descriptive-tour-six-lives, 0
https://www.npg.org.uk/whatson/exhibitions/2024/hsf-portrait-award/, 1
https://www.npg.org.uk/whatson/exhibitions/2024/six-lives, 1
https://www.npg.org.uk/whatson/exhibitions/2024/francis-bacon-portraits, 1
https://www.npg.org.uk/whatson/exhibitions/2024/taylor-wessing-photo-portrait-prize-2024, 1
https://www.npg.org.uk/whatson/exhibitions/2024/hsf-portrait-award/, 1
https://www.npg.org.uk/whatson/exhibitions/2024/six-lives, 1
https://www.npg.org.uk/whatson/exhibitions/2024/francis-bacon-portraits, 1
https://www.npg.org.uk/whatson/exhibitions/2024/taylor-wessing-photo-portrait-prize-2024, 1
https://www.npg.org.uk/whatson/exhibitions/2024/francis-bacon-portraits, 1
https://www.npg.org.uk/whatson/exhibitions/2024/taylor-wessing-photo-portrait-prize-2024, 1
https://www.dulwichpicturegallery.org.uk/whats-on/, 0
https://www.dulwichpicturegallery.org.uk/whats-on/displays/2024/march/oracles/, 0
https://www.dulwichpicturegallery.org.uk/whats-on/displays/2024/march/oracles/, 0
https://www.dulwichpicturegallery.org.uk/whats-on/displays/2024/july/looking-for-leonardo-the-quest-for-a-renaissance-masterpiece, 0
https://www.dulwichpicturegallery.org.uk/whats-on/adult-courses-workshops/2024/july/yoga-in-the-gardens, 0
https://www.dulwichpicturegallery.org.uk/whats-on/adult-courses-workshops/2024/july/perfume-making-with-palm-of-feronia, 0
https://www.dulwichpicturegallery.org.uk/whats-on/adult-courses-workshops/2024/july/cheese-and-wine-in-the-gardens0, 0
https://www.dulwichpicturegallery.org.uk/whats-on/family-events/2024/june/the-dream-sequence-aerial-theatre, 0
https://www.dulwichpicturegallery.org.uk/whats-on/family-events/2024/june/art-sundays, 0
https://www.dulwichpicturegallery.org.uk/whats-on/lectures-talks/2024/july/authors-talk-robert-seatter, 0
https://www.dulwichpicturegallery.org.uk/whats-on/exhibitions/2024/june/yoshida-three-generations-of-japanese-printmaking/, 1
https://www.dulwichpicturegallery.org.uk/whats-on/exhibitions/2024/november/tirzah-garwood-beyond-ravilious/, 1
https://www.dulwichpicturegallery.org.uk/whats-on/exhibitions/2024/june/yoshida-three-generations-of-japanese-printmaking/, 1
https://www.dulwichpicturegallery.org.uk/whats-on/exhibitions/2024/november/tirzah-garwood-beyond-ravilious/, 1
https://www.dulwichpicturegallery.org.uk/whats-on/exhibitions/2024/june/yoshida-three-generations-of-japanese-printmaking/, 1
https://www.dulwichpicturegallery.org.uk/whats-on/exhibitions/2024/november/tirzah-garwood-beyond-ravilious/, 1
https://www.dulwichpicturegallery.org.uk/whats-on/exhibitions/2024/june/yoshida-three-generations-of-japanese-printmaking/, 1
https://www.dulwichpicturegallery.org.uk/whats-on/exhibitions/2024/november/tirzah-garwood-beyond-ravilious/, 1
https://www.dulwichpicturegallery.org.uk/whats-on/exhibitions/2024/june/yoshida-three-generations-of-japanese-printmaking/, 1
https://www.dulwichpicturegallery.org.uk/whats-on/exhibitions/2024/november/tirzah-garwood-beyond-ravilious/, 1

